id,pred_K562,label_K562,RRA_K562,ReportedRRA,pred_A549,label_A549,RRA_A549
A549|chr2_43206621-43207121,0.7804891784675083,0,1.5379465792129254,-1.0,0.3276867297963282,0,0.18784230464482368
K562|chr17_82097122-82097622,0.7441578410904788,0,1.5375421035447248,5.07827191745736,0.6882863384857802,0,0.11984406153575139
K562|chr12_47814494-47814994,0.1318633259593516,0,1.5353316447070957,-1.0,0.994805596936058,0,0.09252951900082129
A549|chr4_168832999-168833499,0.7913461994838269,0,1.535123128541814,-1.0,0.1497393527069317,0,0.000512770082528063
A549|chr20_19996856-19997356,0.7809495132556533,0,1.5331768489343132,-1.0,0.2883071945440715,0,1.0552706396967042
A549|chr12_62790967-62791467,0.1256346603719168,0,1.5261919896801661,-1.0,0.1565705978654898,0,0.43145801628828623
A549|chr10_3805156-3805656,0.1577870604339818,0,1.5259294967849564,-1.0,0.1977667287875429,0,0.4125809071075003
K562|chr12_130871308-130871808,0.9175009848308676,0,1.5174694158682591,14.577968569346378,1.0,0,0.8055134094502943
K562|chr22_41836446-41836946,0.1402890541374549,0,1.5097886071552815,-1.0,0.372709692650874,1,2.2421183189540708
A549|chr1_234861719-234862219,0.2548015393165679,0,1.506123889147177,-1.0,0.2760901640297278,0,0.32649067107090807
A549|chr7_55019947-55020447,0.9355219229816282,0,1.4992696657065077,-1.0,0.9282635069327544,0,0.0007215278739192643
K562|chr3_4973171-4973671,0.2258221214597086,0,1.4944159442007754,-1.0,0.9559439193371184,0,0.9227047860679093
A549|chr4_168631318-168631818,0.7032656699979433,0,1.4940500284963842,-1.0,0.9999906403999004,0,0.20620961530918128
A549|chr14_68521314-68521814,0.2509736265832127,0,1.4917935972408567,-1.0,0.7225411991535313,0,0.3240292919878868
A549|chr11_122157501-122158001,0.2214960742724743,0,1.4899512267675463,-1.0,0.2025072442870034,1,2.606565197437011
A549|chr12_76018640-76019140,0.2705518255108351,0,1.4882101894460968,-1.0,0.7287098513683197,0,0.5075050166569878
A549|chr17_72445534-72446034,0.7827836676149141,0,1.4843513062923681,-1.0,0.3495039326929055,0,0.12637718323973215
A549|chr13_110300371-110300871,0.1521567370645778,0,1.4839408262417175,-1.0,0.186334036094851,0,0.09850898514325693
A549|chr20_38118050-38118550,0.2696866312478128,0,1.4770083528309772,-1.0,0.8179527892407352,0,0.18761479921029908
K562|chr1_26035875-26036375,0.8730917120888926,0,1.4719321594057928,3.393178113983302,0.1217661728444277,0,0.646199134861137
A549|chr20_50439274-50439774,0.7487802906169067,0,1.4710190597278634,-1.0,0.9894964416975917,0,0.055463044432236416
A549|chr8_30383366-30383866,0.7950007192050685,0,1.4700181442160245,-1.0,0.3559233041823553,0,1.1366473947008124
A549|chr12_76021237-76021737,0.2584216591182792,0,1.4693265515596179,-1.0,0.4474128570708809,0,0.4259803136128838
A549|chr6_11214014-11214514,0.29467435541155,0,1.4689683810732541,-1.0,0.9993850987588826,0,0.5874050688815207
A549|chr5_14144588-14145088,0.8319028337260295,0,1.4689172379658375,-1.0,0.1053791599819379,0,0.04334182323273832
A549|chr7_130908206-130908706,0.7452654606954792,0,1.461589660012333,-1.0,0.3214850779911602,0,0.42545945879556174
A549|chr13_110298952-110299452,0.7296989310333866,0,1.4593702524509764,-1.0,0.9982058857806738,0,0.5597838239198898
K562|chr16_75026823-75027323,0.2220322564062253,0,1.4582959767157115,-1.0,0.2015908695952675,0,0.7392133313450238
A549|chr1_93596301-93596801,0.2261316593780929,0,1.4554730868425132,-1.0,0.717950894177217,0,1.4632017516955818
K562|chr1_47230387-47230887,0.8815141109433344,0,1.4414834252621378,3.5936301645307323,0.2413643501930223,0,1.7419376879890804
A549|chr13_112755383-112755883,0.8098380141173205,0,1.4399498302652072,-1.0,0.9780177563174808,0,0.06994287507915845
A549|chr15_59371716-59372216,0.8121595442141295,0,1.4380761451160553,-1.0,0.1129838650848702,0,0.36479783161141294
K562|chr19_19110697-19111197,0.8102244319651863,0,1.433574293432467,-1.0,0.3660911049337785,0,0.9665360339225949
K562|chr5_10353461-10353961,0.9677274211617568,0,1.4273607029571869,3.238666153484297,0.083887033854983,0,0.007954855541117313
K562|chr5_10367519-10368019,0.1195152820752543,0,1.427035510518254,-1.0,0.374001442244802,0,1.0097766171728433
A549|chr2_20502008-20502508,0.2647408517623281,0,1.4267569678158762,-1.0,0.4508373317687685,0,0.7076110016980686
A549|chr5_95773609-95774109,0.1934300217822613,0,1.4231635829293139,-1.0,0.2285857290025433,0,1.977365460055881
A549|chr7_47558541-47559041,0.7599313220847047,0,1.4220833050158979,-1.0,0.9997795479940296,1,3.134114643150823
A549|chr5_14212755-14213255,0.2840974687610266,0,1.4210286073422123,-1.0,0.2435372369471136,0,0.5830933400675743
A549|chr15_78050285-78050785,0.1443279540277733,0,1.4207195620366524,-1.0,0.8277471380771839,0,0.4276163822335343
K562|chr6_42011641-42012141,0.2253247995055897,0,1.4145618318298199,-1.0,0.9654843258464096,0,0.7303703256424472
A549|chr1_39165491-39165991,0.2613388884123217,0,1.4138517120915464,-1.0,0.5256351798468689,0,0.5182278340758242
K562|chr18_48977894-48978394,0.7212732665410816,0,1.4128167932622504,-1.0,0.2885530497393442,0,0.356419028186854
A549|chr17_72397083-72397583,0.2649942209586662,0,1.4110675476768142,-1.0,0.1484019738971278,0,1.2079867318062916
K562|chr21_37368101-37368601,0.8461703495287624,0,1.409760221691033,-1.0,0.9838269436094486,0,0.16268308067417878
K562|chr3_196081948-196082448,0.9538770171539732,0,1.4091804487291082,5.840372659341327,0.1457137112392402,0,0.050844282777368806
K562|chr15_92846715-92847215,0.1653367523418265,0,1.4063595514976979,-1.0,0.9897596643681268,0,0.24060414657475743
A549|chr5_14174924-14175424,0.2252658264667755,0,1.4052318865524949,-1.0,0.3204029104128212,0,0.898734215008665
K562|chr6_37093376-37093876,0.2342419019985929,0,1.4016253898013247,-1.0,0.3220747832170076,0,0.6452770655510656
A549|chr6_11212583-11213083,0.237815105802976,0,1.3904376038329098,-1.0,0.2386192860882053,0,1.5284882630230376
A549|chr2_54613276-54613776,0.2487387784777266,0,1.3900322793533384,-1.0,0.941426248130624,0,0.27809050546051994
A549|chr8_132981547-132982047,0.7438538447570822,0,1.3884147537460492,-1.0,0.1803412816103511,0,0.3026573019895261
A549|chr1_8011874-8012374,0.2276856358273565,0,1.3844602506910522,-1.0,0.7353317742364542,0,0.998439347357427
A549|chr11_65482964-65483464,0.8581846044829337,0,1.3833669713366064,-1.0,0.1788194637987259,0,0.9498523419796965
A549|chr7_130905557-130906057,0.7767115012284544,0,1.3803328611940613,-1.0,0.8470522135209689,0,0.4780777551164995
A549|chr20_38110406-38110906,0.7280310429518556,0,1.3782111510491586,-1.0,0.1587935120733219,0,1.7313986292603367
K562|chr14_68800320-68800820,0.1659477678775228,0,1.3616205785263178,-1.0,0.2208264829549706,0,1.5218665718994824
K562|chr17_79828286-79828786,0.1319501140914075,0,1.3610218130895704,-1.0,0.9950035378851664,0,1.0439036376413886
