id,pred_K562,label_K562,RRA_K562,ReportedRRA,pred_A549,label_A549,RRA_A549
chr4_1855698-1856198@K562,0.9525365637328196,1,5.007782383963778,3.27461114174569,0.1728307038292295,0,0.5497354914401485
chr14_35291382-35291882@K562,0.8996621977926358,1,4.999132278468773,-1.0,0.9087656888124684,0,1.1264236641604062
chr6_37103987-37104487@K562,0.7697334797408115,1,4.893809102736585,-1.0,0.2929098637960494,0,0.5418306863671647
chr1_61042905-61043405@K562,0.9309340270816214,1,4.850472986245652,-1.0,0.9905790091157836,0,0.21427876442192448
chr5_14144588-14145088@A549,0.8319028337260295,1,4.536764173159009,-1.0,0.1070806167008434,0,1.3063082180452295
chr11_128523304-128523804@A549,0.2695073307389697,1,4.480920529623477,-1.0,0.2983941564961567,0,0.2643292560546339
chr12_56689707-56690207@K562,0.8676449950079895,1,4.452693058901957,-1.0,0.1190699263670422,0,0.42354346759437983
chr6_112205405-112205905@A549,0.2556390539818922,1,4.367421243828495,-1.0,0.3636804623663034,0,0.3315208970674144
chr19_45885427-45885927@K562,0.96718724686207,1,4.278725372728912,4.263149518836673,0.3236991177434193,0,0.5794831687713831
chr1_21755048-21755548@K562,0.2009345580805309,1,4.263994139957904,-1.0,0.5592800918756863,0,0.011490093522649559
chr8_22691604-22692104@K562,0.9094274426669304,1,4.157609210534044,-1.0,0.2779191356770649,0,1.4352984362874952
chr9_21610396-21610896@A549,0.8448097125632715,1,4.151866328396498,-1.0,0.9904653478628356,0,1.0561791439124812
chr20_50416429-50416929@A549,0.7776368880932879,1,4.002989525984195,-1.0,0.944986079489586,0,0.8576418242361544
chr11_361827-362327@K562,0.7770483988295,1,3.978397283971758,-1.0,0.300318388084475,0,0.8212532034710421
chr16_81445302-81445802@K562,0.8719590197500557,1,3.9379824011428877,10.967703655260529,0.3297664641019946,0,0.001487832774829887
chr12_56683191-56683691@K562,0.8299566110126013,1,3.929666544146937,-1.0,0.9024302349155012,0,0.05180227851159361
chr9_113569065-113569565@A549,0.7544539549819719,1,3.838392453091603,-1.0,0.3408486445281223,0,0.9298882172177999
chr1_234851031-234851531@A549,0.720367771426614,1,3.792177200998492,-1.0,0.9718156614525268,1,2.496399958238535
chr17_75150945-75151445@K562,0.9125462289286964,1,3.7842831447504763,-1.0,0.3779143124829104,0,0.01796859991563102
chr16_81445027-81445527@K562,0.9057805918149312,1,3.6608269143660763,10.967703655260529,0.1782557532374517,0,0.8419995708535265
chr13_110308317-110308817@A549,0.9176008712323924,1,3.6027380197194883,-1.0,0.9975980121045342,0,0.4507391820405974
chr6_16266254-16266754@K562,0.7637590930741772,1,3.6017300528824503,-1.0,0.1623013536521666,0,1.059209677145951
chr12_56724878-56725378@K562,0.878720142526653,1,3.5810030688442516,5.793957098907479,0.3315513862026251,0,0.8199888809422825
chr15_59372011-59372511@A549,0.9070414458068458,1,3.5629632808865117,-1.0,0.4909442985207275,0,1.3288734598044876
chr6_16217317-16217817@K562,0.8127131296167208,1,3.5447591221290446,-1.0,0.8108596415811248,0,1.1479227694114662
chr6_37171222-37171722@K562,0.8500478265808348,1,3.5197342831375384,-1.0,0.098549517053304,0,0.05888627296289844
chr5_59039697-59040197@A549,0.836068272083333,1,3.5175409082025118,-1.0,0.997581811396537,0,0.7609759533999062
chr22_46071957-46072457@A549,0.9648963335927117,1,3.463757293161681,-1.0,0.1806076974713304,0,0.11567485716830389
chr1_8341579-8342079@A549,0.7860539823277307,1,3.4569755151792383,-1.0,0.2909010954183826,0,0.299529930375613
chr1_64909032-64909532@A549,0.7770548472607286,1,3.4451475656279453,-1.0,0.3734306285246521,0,0.5701670036174873
chr1_26035235-26035735@K562,0.9051229657479746,1,3.3991359636901604,3.393178113983302,0.1137491658646991,0,1.4908243698006685
chr15_77992780-77993280@A549,0.7446188438114472,1,3.396227924612856,-1.0,0.9769248197689734,0,1.2115487929765445
chr11_65495860-65496360@K562,0.8546839379939989,1,3.383839687152417,-1.0,0.3296636282788929,0,0.009572341514736488
chr10_3068585-3069085@K562,0.981174536858632,1,3.3453614836273795,6.48011952667834,0.1986023044110567,0,0.041746779474017726
chr2_54630784-54631284@A549,0.7154337633903863,1,3.279757981712943,-1.0,0.2128255804126516,0,0.43421119273793307
chr22_39513851-39514351@K562,0.2594053816654822,1,3.209968307024641,-1.0,0.3929407855722386,1,5.083888357725701
chr12_47831870-47832370@K562,0.1826928213066782,1,3.2014598409718897,-1.0,0.1986875314549503,0,0.6648832497194136
chr20_19974509-19975009@A549,0.7160021603730055,1,3.162973730816949,-1.0,0.2540182499591643,0,1.5653353062770912
chr17_82097646-82098146@K562,0.9158398441831382,1,3.144905048841378,5.07827191745736,0.3951299830273586,0,0.014209894810178517
chr17_79803650-79804150@K562,0.9362615092320734,1,3.112607781028153,-1.0,0.216283271586573,0,0.42865226005829704
chr4_168877385-168877885@A549,0.8051345726303498,1,3.071517092716761,-1.0,1.0,0,0.03749807556939992
chr18_3626343-3626843@A549,0.763894192814597,1,3.0703512145175065,-1.0,0.1405378260949728,0,1.2117255438161105
chr12_130872540-130873040@K562,0.8503308755212718,1,3.041469562085331,14.577968569346378,0.5829181075491927,0,0.05617914391248125
chr19_5977637-5978137@K562,0.9556306114269046,1,3.022386125073105,4.975760693930908,0.8144276888761579,0,0.5100555756401969
chr19_15317578-15318078@K562,0.1280123819239845,1,2.976459478445146,-1.0,0.5408228453927431,0,1.5281364532503419
chr12_130872209-130872709@K562,0.9134347633417992,1,2.968955283416295,14.577968569346378,0.1949169274169322,0,1.352646375098534
chr11_65498012-65498512@K562,0.7300613379919787,1,2.9453869454431123,-1.0,0.1717372504914268,0,1.8109028909285818
chr12_130871897-130872397@K562,0.9886241524825722,1,2.932408451698488,14.577968569346378,0.3643989438289566,0,0.9789348027974312
chr8_143934715-143935215@K562,0.717327555282714,1,2.9257322574466422,-1.0,0.398307631984485,0,1.3326311122421413
chr10_131901052-131901552@K562,0.8960037789516433,1,2.8872944789691073,-1.0,0.2378373147236651,0,1.2048084505258772
chr6_16257866-16258366@K562,0.2116085954559697,1,2.8829608321223215,-1.0,0.5399822607840438,0,0.28144849053172244
chr1_27530968-27531468@K562,0.7413029065503427,1,2.8775547437180444,-1.0,0.1765440849278196,0,1.1932571652610777
chr17_78260142-78260642@K562,0.2479023201266587,1,2.86053022441057,-1.0,0.2720509502999654,0,0.1266038247300961
chr17_79839284-79839784@K562,0.9096344814553003,1,2.8575792457804403,3.629006066485256,0.1277470920863117,0,1.1740418891043607
chr19_5977967-5978467@K562,0.9518452268530606,1,2.849888574871218,4.975760693930908,0.2207698895059509,0,0.48254017345976774
chr19_45885681-45886181@K562,0.9417543289813052,1,2.8360042453582563,4.263149518836673,0.9518091344600144,0,0.3407685671247716
chr5_95845289-95845789@A549,0.2207302043340704,1,2.80054652090517,-1.0,0.8014665142882913,0,0.1646646173780939
chr10_33319701-33320201@A549,0.7999635970471806,1,2.7965591331695623,-1.0,0.553069608982823,0,0.571379327328061
chr6_12012670-12013170@K562,0.8931591822436221,1,2.753353725109287,-1.0,0.4659692416602812,0,0.05761489492374571
chr7_55020473-55020973@A549,0.8266474839942399,1,2.6851430422204285,-1.0,0.2690211080788166,0,0.7977024438612004
chr22_39521383-39521883@K562,0.7589340002213154,1,2.6729068329514876,-1.0,0.2202475315111655,0,1.8024713444772291
chr8_17803325-17803825@A549,0.7236497124413477,1,2.672477597283179,-1.0,0.2664889893599278,0,0.007269796045857264
chr10_33258999-33259499@A549,0.7207890180361536,1,2.6655864631629,-1.0,0.1936182489623621,0,0.3279391048696926
chr12_130871626-130872126@K562,0.98937415317383,1,2.6306171383648023,14.577968569346378,0.2290176452777918,0,0.008667579496484463
chr19_16542011-16542511@K562,0.9930653009592908,1,2.6213840979687757,4.162506258384823,0.3477169457999107,0,0.007831022858751133
chr17_77457178-77457678@A549,0.8051200288669029,1,2.6122009905376324,-1.0,0.2707750008165515,0,0.6730704629564951
chr7_55066870-55067370@A549,0.7018057345101297,1,2.602268502726016,-1.0,0.4084101714662687,0,1.8807441107220633
chr10_3066946-3067446@K562,0.9275379702309936,1,2.6008283431131636,6.48011952667834,0.0741936478717113,0,0.20372408658960744
chr2_54629348-54629848@A549,0.7573255499523844,1,2.597687021266,-1.0,0.5113853260784512,1,2.14603423819991
chr1_26695721-26696221@K562,0.9190190435620558,1,2.578511242239374,4.216046422595962,0.9225392804376984,0,0.022180403382224403
chr17_27349311-27349811@A549,0.7872414327145557,1,2.573374893581753,-1.0,0.5401942809789209,1,2.8250393770619744
chr5_10353873-10354373@K562,0.9610675323961532,1,2.569199575375819,3.238666153484297,0.2242069486317093,0,2.171526698135886e-05
chr15_59304023-59304523@A549,0.7962226130556258,1,2.546528766277064,-1.0,0.1740899929247573,0,0.9625735020593764
chr12_104311131-104311631@A549,0.2661757928782296,1,2.5229366550719967,-1.0,0.4969809900698508,0,0.0215364390618808
chr11_32435102-32435602@K562,0.9479762141831782,1,2.511505689043099,4.66038957837444,0.0880203136261949,0,0.1686037944512855
chr3_71122623-71123123@A549,0.7172084218550672,1,2.5102523943262876,-1.0,0.6452711691472476,0,1.84961202267472
chr4_1855354-1855854@K562,0.8808141629654274,1,2.49850255438586,3.27461114174569,0.9999999992974862,0,1.1522238130176075
chr10_21534674-21535174@K562,0.922352610700435,1,2.4885712156837747,4.627603567576888,1.0,1,2.3337160773768977
chr1_93613914-93614414@A549,0.7227825151450363,1,2.47230566852519,-1.0,0.5080808473316883,0,1.6462760624110508
chr1_21780648-21781148@K562,0.8516564654872999,1,2.4512912747653615,-1.0,1.0,0,0.025368581916208294
chr11_122158496-122158996@A549,0.7152586576396632,1,2.448684214878519,-1.0,0.6214869130364853,0,0.35662629332617735
chr3_196081948-196082448@K562,0.9538770171539732,1,2.4358549281546775,5.840372659341327,0.1476411883460683,0,0.01545468518548287
chr3_58006577-58007077@A549,0.7165260116370428,1,2.4114481935143575,-1.0,0.2461849917324515,0,0.02326496749490434
chr11_32440928-32441428@K562,0.2361555295241318,1,2.4062488665614756,-1.0,0.6927845183473375,0,1.0399099320950804
chr19_41859905-41860405@K562,0.9882652062484972,1,2.403644857293315,6.877063626983696,0.9999999442167542,0,0.2350322450308199
chr16_85305559-85306059@K562,0.8582848780369992,1,2.3985049587957077,-1.0,0.9777922826776234,0,0.14581545616639338
chr14_68521314-68521814@A549,0.2509736265832127,1,2.382632656820281,-1.0,0.7219072098356678,0,0.03973381240820887
chr17_72440075-72440575@A549,0.2893592049757669,1,2.3815648734844728,-1.0,0.5119346754160339,1,3.4668255392576093
chr6_16266700-16267200@K562,0.9093641403739914,1,2.3755735072041433,-1.0,0.1745529102775175,0,1.5701992883693534
chr19_13123777-13124277@K562,0.2812630347958901,1,2.365411903162235,-1.0,0.5001017413333652,0,0.13954220457652897
chr12_6620585-6621085@K562,0.8273080268244172,1,2.359071579133168,-1.0,0.1718496401701872,0,0.02621657956099636
chr13_110307982-110308482@A549,0.7509772407519735,1,2.357011476927394,-1.0,0.457464688428584,0,0.6701751556870813
chr1_8876716-8877216@K562,0.9480646613341436,1,2.350937878153532,-1.0,0.4512770568206681,0,1.8358554175298223
chr19_13142739-13143239@K562,0.2236032570265516,1,2.3286234848247904,-1.0,0.7565177668498371,0,0.021874287085865737
chr21_37367488-37367988@K562,0.943369491104978,1,2.3249644419619195,-1.0,0.9916981960117628,0,1.288201203943244
chr15_78076390-78076890@A549,0.7475535053009985,1,2.3022651467384794,-1.0,0.2044446505929466,0,0.7013652168755644
chr12_47819141-47819641@K562,0.7918173914500825,1,2.2906706668840213,4.392963387775915,0.0711194359085105,0,0.5365101517100647
chr19_19110344-19110844@K562,0.8775886690588515,1,2.263388395936624,-1.0,0.9429638797160246,0,0.02610587722628817
chr12_6620318-6620818@K562,0.9043815987265506,1,2.2543787786930616,-1.0,0.3148449960895726,0,1.6110821548430854
chr3_57967535-57968035@A549,0.715293434942277,1,2.2186899156654944,-1.0,0.5810999493239515,0,0.5855782220574393
chr4_168878111-168878611@A549,0.8846244116634016,1,2.217033163421884,-1.0,0.2879680095090896,0,0.4165631663780621
chr1_8027227-8027727@A549,0.8142180818459721,1,2.2149051747583104,-1.0,0.2552002989431074,0,0.5341117573734638
chr11_117986057-117986557@K562,0.7997742154265396,1,2.2109060267134857,3.151773923348828,1.0,1,2.3285401917952844
chr12_130871308-130871808@K562,0.9175009848308676,1,2.210496847346791,14.577968569346378,1.0,1,3.3557781194346115
chr6_7162177-7162677@K562,0.1542506236980016,1,2.209032607679309,-1.0,0.391407778454267,0,0.40328197844343383
chr6_71419743-71420243@A549,0.9200207676813772,1,2.201059461372531,-1.0,0.9999999764946744,0,0.5360473182805916
chr4_57109535-57110035@A549,0.8142653998787439,1,2.185432795901954,-1.0,0.3624235909515579,0,1.552733408606746
chr1_246566732-246567232@K562,0.8271960938343352,1,2.1680151113646997,3.3514253346910063,0.1481929619209607,0,0.13020523635018189
chr17_82097400-82097900@K562,0.8545145374917676,1,2.164461616740146,5.07827191745736,0.7485625740704823,0,0.13888395583860474
chr1_93585546-93586046@A549,0.1778937843699829,1,2.163422725159351,-1.0,0.5328045333477194,0,0.20489197538842857
chr11_65508751-65509251@A549,0.9126738447832086,1,2.1124445854114224,-1.0,0.1297118899842884,0,0.2049476675557763
chr17_77394198-77394698@A549,0.7784241672643109,1,2.1079053973095196,-1.0,0.9883898699859248,0,0.8719563261735427
chr20_38110406-38110906@A549,0.7280310429518556,1,2.104942281909874,-1.0,0.1607682571729641,0,0.22704785032175243
chr11_32434373-32434873@K562,0.9590909637246486,1,2.098503536472422,4.66038957837444,0.2367738687823632,0,1.8526328922062134
chr9_113576029-113576529@A549,0.8185584227477232,1,2.089375595110799,-1.0,0.0924910716253016,0,0.5683146553139882
chr19_4402632-4403132@K562,0.9530779343318556,1,2.0821427860970054,14.659298161268325,0.1484862151178188,0,0.003654722523372565
chr6_52284317-52284817@K562,0.9894595870047356,1,2.078349933963202,8.311873960084457,0.9645873733791508,0,1.2610609687965204
chr14_102514700-102515200@K562,0.269447163548849,1,2.077124095667084,-1.0,0.9764488316589855,0,0.7453794256899725
chr20_32357876-32358376@K562,0.9850193526812931,1,2.067439993813924,3.037147857148407,0.5122324120588904,0,0.6299497629251318
chr20_54174331-54174831@A549,0.7202208097450762,1,2.059458613574814,-1.0,0.1084691380776673,0,1.497859772997578
chr13_112755383-112755883@A549,0.8098380141173205,1,2.056812269621791,-1.0,0.9775290945403649,0,0.34046409284578355
chr19_41865513-41866013@K562,0.7325620550662233,1,2.0562434036484807,-1.0,0.2387839521361413,0,0.15213133188454944
chr19_3376434-3376934@K562,0.718155823294623,1,2.0508735778441194,-1.0,0.2057804115085461,0,0.4089242573603182
chr3_45616568-45617068@A549,0.7345123071155144,1,2.026170450158858,-1.0,0.8554332718551392,0,0.2976384046581837
chr19_13117951-13118451@K562,0.9029653382985022,1,2.025391603458136,3.1694562385312706,0.0701803294785027,0,0.12314158567978055
chr10_21533921-21534421@K562,0.9398697060720712,1,2.014088752068727,4.627603567576888,0.1243843791814924,0,0.0025917703532213963
chr2_55104486-55104986@A549,0.7087336460677915,1,2.012964187538755,-1.0,0.8196023320656589,0,0.4759025986365498
chr16_87869828-87870328@K562,0.729372935431379,1,2.012396292282137,-1.0,0.9090108357581476,0,0.37371097070432513
chr18_3626343-3626843@K562,0.7347861899880239,1,2.005608051277231,-1.0,0.1405378260949728,0,0.36194025796064255
chr11_65508214-65508714@A549,0.8770208102095477,1,2.0016011516226753,-1.0,0.7489676371647634,1,2.6168491461038252
chr22_41830898-41831398@K562,0.7141772250899862,0,1.9917831984103096,-1.0,0.5628793821799543,0,0.6187585318041379
chr6_16216360-16216860@K562,0.7777315309014561,0,1.9755964373170343,-1.0,0.9999531743149918,0,0.6255449475900374
chr10_5476448-5476948@K562,0.7206435616495094,0,1.9673006725073825,-1.0,0.2501939450451249,0,0.3689927742105085
chr7_27144991-27145491@A549,0.9141222700869764,0,1.962374330085281,-1.0,0.5117530371414504,0,1.1633910906412248
chr20_54173126-54173626@A549,0.843774216926473,0,1.9621354442256256,-1.0,0.1221233117683167,0,0.847008789961381
chr16_87861020-87861520@K562,0.2722886002208526,0,1.9485387556758165,-1.0,0.5290378349012516,0,1.0549895860192184
chr2_54568075-54568575@A549,0.7475720841604917,0,1.9162824361010524,-1.0,0.6993458485337676,0,0.8940812597136274
chr10_11894539-11895039@K562,0.8193609425303999,0,1.9097066686898898,3.124927155576529,0.4758904398739814,0,0.04563686995667707
chr10_100347125-100347625@K562,0.9450085679297988,0,1.9093187955426092,9.228419867649306,0.0982057517815843,0,0.673336493275321
chr16_85319107-85319607@K562,0.7573569729608696,0,1.9092130720507323,-1.0,0.9141847406688572,0,0.34587160873818756
chr12_6606593-6607093@K562,0.8600102577026301,0,1.8915364587964048,4.5345725315474255,0.8951881910607268,0,0.008694163258048117
chr17_79840336-79840836@K562,0.934502836329828,0,1.8901515792438945,-1.0,0.4599718094412909,0,0.5951149917851867
chr16_89367421-89367921@A549,0.7701508559846643,0,1.8816691259426976,-1.0,0.5922654029810379,0,0.21791454344264802
chr13_110307691-110308191@A549,0.9159437966276756,0,1.8680286547189433,-1.0,0.1992520976020738,0,0.0019849118838941022
chr2_10303041-10303541@K562,0.9545548448797568,0,1.8663333767393155,3.1245335841336144,0.1488585405568775,0,0.053302162754258094
chr1_230136424-230136924@K562,0.7374811364189241,0,1.8645810949721477,-1.0,0.9332641707733774,0,0.8339549121487748
chr1_27520625-27521125@K562,0.2048495718461556,0,1.8577670082052862,-1.0,0.2545146115618575,0,0.7514382586404257
chr11_32434747-32435247@K562,0.9834682715737212,0,1.8282150594458786,4.66038957837444,0.0784473580538195,0,1.200122085202579
chr18_48980420-48980920@K562,0.167525438431015,0,1.8244302072650085,-1.0,0.3176167783864742,0,0.249522461980661
chr15_57598804-57599304@A549,0.2921547427401292,0,1.8107624198331684,-1.0,0.2628009866082831,0,0.1005351739253343
chr1_8005554-8006054@A549,0.764732708996566,0,1.8053191873500554,-1.0,0.3359473510117408,0,0.3546366886547414
chr11_96322364-96322864@K562,0.9010597237214366,0,1.8049864371241717,-1.0,0.2208534817929789,0,0.049391775215769214
chr10_119369392-119369892@A549,0.7642655232539827,0,1.804460103450682,-1.0,0.4531185829095832,0,0.007424392471163037
chr12_47836228-47836728@K562,0.2113576321669546,0,1.7975116829399065,-1.0,0.988575616515076,0,0.5007942063366274
chr21_37368101-37368601@K562,0.8461703495287624,0,1.795798594761847,-1.0,0.9834305634609496,0,0.3251480410607681
chr2_10303697-10304197@K562,0.9030974955190972,0,1.7910214827237465,3.1245335841336144,0.0787229043646411,0,0.0019543730820700883
chr7_131010041-131010541@A549,0.732618323022792,0,1.7771015273905784,-1.0,0.3425582713671466,0,1.0221621217248587
chr6_17988398-17988898@K562,0.8126989094546415,0,1.7755705381773024,-1.0,0.5408009075079577,0,0.02103015930290185
chr7_130908206-130908706@A549,0.7452654606954792,0,1.7735805513513974,-1.0,0.3233295668540745,0,1.5948586246370504
chr2_43170692-43171192@A549,0.791751886298541,0,1.760325212353219,-1.0,0.1887064968109749,0,0.03309364345560473
chr3_57980344-57980844@A549,0.2843030989973076,0,1.747146969020107,-1.0,0.9940878266165788,0,0.4323502979847847
chr7_55022854-55023354@A549,0.2175915382584438,0,1.7363402647825352,-1.0,0.5968637731105922,0,0.5781165038078935
chr10_3067249-3067749@K562,0.9667452932533174,0,1.7337683033101068,6.48011952667834,0.1241569995176728,0,0.6201327109191215
chr9_21559376-21559876@A549,0.8508939116641998,0,1.730253626869233,-1.0,0.1221451009681553,0,0.7306038173050086
chr14_102507255-102507755@K562,0.9188917618256024,0,1.722092954952575,-1.0,0.095350478186601,0,0.09192265858791929
chr8_30383786-30384286@A549,0.7726564474230613,0,1.7178085437244437,-1.0,0.2748182346338779,0,0.00258740143518457
chr16_85319949-85320449@K562,0.75809743711486,0,1.7139254461244264,-1.0,0.1622172018456818,0,0.6538231265784297
chr1_246566503-246567003@K562,0.9215803656127814,0,1.712847958874498,3.3514253346910063,0.1961300964817064,0,0.01760211620554717
chr3_58011162-58011662@A549,0.7187056602092067,0,1.7118626051179335,-1.0,0.46863985849419,0,0.06938712980022212
chr9_131674174-131674674@A549,0.7292793100740527,0,1.7048729147478088,-1.0,0.9865978100579236,1,2.1036446680160035
chr8_143935975-143936475@K562,0.2164051576979295,0,1.7035980983078565,-1.0,0.633879096322396,0,0.1823090535416938
chr17_27540660-27541160@A549,0.7589094993273147,0,1.7011687479819613,-1.0,0.2684475567486863,0,0.14622272219649843
chr1_61051907-61052407@K562,0.8450255700521581,0,1.6984925429615636,-1.0,0.9974512016719052,0,0.230054327010206
chr6_42042037-42042537@K562,0.7608440388488056,0,1.6942618077916825,-1.0,0.4439234274319283,0,0.12473032527170662
chr15_89071418-89071918@A549,0.7027462312130354,0,1.6937894918322385,-1.0,0.34242151047413,0,0.17704123072104597
chr13_110420963-110421463@A549,0.2574915259354347,0,1.6916490514132743,-1.0,0.2763479298914741,0,1.822463500070138
chr3_30600497-30600997@A549,0.2426243742153879,0,1.6861116978861321,-1.0,0.1540378405211006,0,0.2027255326777578
chr1_93584189-93584689@A549,0.7361740990087743,0,1.6858587967394292,-1.0,0.3112237638197266,0,0.2620682542133587
chr1_234972661-234973161@K562,0.7078564194749182,0,1.665546248849069,-1.0,0.3324257736678059,0,0.09076499663169262
chr1_8363935-8364435@A549,0.7693936803719139,0,1.665546248849069,-1.0,0.4914035660215372,0,0.03308426992366308
chr6_50822042-50822542@K562,0.2258059827043328,0,1.665546248849069,-1.0,0.9770305510999012,0,0.15844032464041102
chr19_4395176-4395676@K562,0.1915270179975901,0,1.6569460770871516,-1.0,0.9172727008797068,0,0.199269178438808
chr9_113588999-113589499@A549,0.7558590828342804,0,1.655136350202872,-1.0,0.7117767999585124,0,0.035320895912747216
chr7_27129210-27129710@A549,0.9036199891691056,0,1.655136350202872,-1.0,0.2862959378297882,0,0.2431661844594118
chr2_26788760-26789260@K562,0.7636629376924977,0,1.655136350202872,-1.0,0.1118394338569233,0,0.0002085113980534893
chr13_110347775-110348275@A549,0.7463566638812892,0,1.655136350202872,-1.0,0.469619289286666,0,0.020069395891295624
chr5_132408906-132409406@A549,0.2158012619400015,0,1.64957752339229,-1.0,0.5740597002345217,0,0.4365782485057982
chr9_38067178-38067678@A549,0.8597100159357264,0,1.6268304410962786,-1.0,0.1500931187502443,0,1.0994799392105852
chr2_26763507-26764007@K562,0.9199974809998602,0,1.621039153229108,-1.0,0.3376559968148212,1,2.510196151313692
chr19_2513311-2513811@K562,0.7084387689695975,0,1.6198611467345827,-1.0,0.258700454251935,0,1.7561189977816813
chr6_71419977-71420477@A549,0.9556913070242168,0,1.6189210367571671,-1.0,0.2013832655891571,0,0.13583910618674935
chr12_47812931-47813431@K562,0.7996723042649707,0,1.6102316390620204,3.1119497461776464,0.2345874913064957,0,0.007680702055207112
chr19_3370630-3371130@K562,0.1996560752228516,0,1.590912630552165,-1.0,0.99999948157269,0,0.8176138829629334
chr2_38749134-38749634@K562,0.7156361460042726,0,1.587774724128888,-1.0,0.3835455455598687,0,0.5923202285588065
chr1_8450212-8450712@A549,0.7622715907030806,0,1.5798956590498168,-1.0,0.9660127182108814,0,1.2669713477338993
chr10_95220453-95220953@A549,0.0840857844001735,0,1.5735212712757565,-1.0,0.4148867574736145,0,0.09768157067361695
chr4_57071240-57071740@A549,0.7017352799913955,0,1.5632491472273482,-1.0,0.8006712449516874,0,0.9727727459327448
chr1_26695054-26695554@K562,0.89729152748636,0,1.559153863725443,4.216046422595962,0.1013477028819793,0,0.8416676682910191
chr11_117984097-117984597@K562,0.1965652778515276,0,1.558194930304297,-1.0,0.5441743421103802,0,0.6238064131157152
chr6_71420953-71421453@A549,0.7456901618117059,0,1.5575045527173983,-1.0,0.3049827263705249,0,0.13295109789938278
chr6_50822584-50823084@K562,0.2482478813510305,0,1.5512936800949202,-1.0,0.646440253028544,0,0.01039891756862595
chr20_54174062-54174562@A549,0.7762664069109874,0,1.550259406220714,-1.0,0.9999997760661384,0,0.0875016138561896
chr6_16262747-16263247@K562,0.7728238143925759,0,1.545551519298308,-1.0,0.133366728912827,0,0.9604669123306101
chr15_59372967-59373467@A549,0.7879751525171959,0,1.5452008576063436,-1.0,0.4009617235111034,0,0.5814998407158989
chr2_42905664-42906164@A549,0.7669443190129517,0,1.544713450989025,-1.0,0.2121343268671564,0,0.6046386550589226
chr2_28653844-28654344@A549,0.1807261895586519,0,1.5438010353407623,-1.0,0.9951596222290808,0,0.25841511107545634
chr7_130946157-130946657@A549,0.2592998730976807,0,1.5416341422387387,-1.0,0.1320893578771624,0,0.11736163830396132
chr5_59039260-59039760@A549,0.9082497103221964,0,1.5307082941531434,-1.0,0.9999212957752736,0,0.3715906330431694
chr1_234919157-234919657@A549,0.7904346161310076,0,1.530634601233566,-1.0,0.8478109258301245,0,0.08748567712631436
chr6_71420684-71421184@A549,0.8353720002943588,0,1.5092551620123387,-1.0,0.9999919445644618,1,3.80398971340805
chr17_82097122-82097622@K562,0.7441578410904788,0,1.4997086241589408,5.07827191745736,0.6878491779321141,0,1.8073489293320206
chr11_12111084-12111584@K562,0.7713145699047085,0,1.4959371173213083,-1.0,0.1994627072220489,0,0.2600718222797738
chr1_47230387-47230887@K562,0.8815141109433344,0,1.4911875766551912,3.5936301645307323,0.2434127978894374,0,0.11310337102964119
chr1_8364150-8364650@A549,0.7583848352381745,0,1.4893477698244681,-1.0,0.2029026997021644,0,1.0999607645126752
