id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	Base_K562_pred	RRA
K562|chr12_56683191-56683691	6	0.00011758	0.0001431	0.004155	41	6	-5.0499	0.99988	1.0	1.0	1597	0	-5.0499	0.7756071786248504	-1.0
A549|chr9_113569065-113569565	8	0.00014508	9.4382e-05	0.003132	42	7	-2.5399	0.48466	0.86904	1.0	916	1	-2.5399	0.6143537849579371	-1.0
A549|chr1_234851031-234851531	5	0.00016137	6.3936e-05	0.002418	43	4	-5.7557	0.80076	0.9391	1.0	1203	1	-5.7557	0.6850059104312904	-1.0
A549|chr16_81445302-81445802	3	0.00016258	3.0446e-06	0.000171	44	3	-5.0249	0.99552	0.99927	1.0	1543	0	-5.0249	0.353072844283265	10.967703655260529
K562|chr17_75150945-75151445	5	0.00016433	6.3936e-05	0.002418	45	4	-6.6555	0.96171	0.99601	1.0	1431	0	-6.6555	0.4409831196409542	-1.0
K562|chr16_81445027-81445527	4	0.00021836	8.2204e-05	0.002906	46	4	-4.5255	0.99978	0.99995	1.0	1595	0	-4.5255	0.24152355056759564	10.967703655260529
A549|chr13_110308317-110308817	4	0.00024961	8.2204e-05	0.002906	47	4	-1.9916	0.99975	0.99995	1.0	1594	0	-1.9916	0.245237602438838	-1.0
K562|chr6_16266254-16266754	8	0.00025019	0.00011874	0.003643	48	7	-2.6569	0.95751	0.9954	1.0	1424	0	-2.6569	0.18927162677227438	-1.0
K562|chr12_56724878-56725378	7	0.00026242	0.00033186	0.00782	49	7	-3.019	0.99752	0.99981	1.0	1559	0	-3.019	0.7752455732158512	5.793957098907479
A549|chr15_59372011-59372511	5	0.00027355	0.00010656	0.003465	50	5	-3.0455	0.99973	0.99997	1.0	1593	0	-3.0455	0.8077154658467587	-1.0
A549|chr9_38069317-38069817	4	0.00027408	8.2204e-05	0.002906	51	3	-3.9888	0.78964	0.92865	1.0	1193	0	-3.9888	0.751766975679975	3.6281750926711074
K562|chr6_16217317-16217817	3	0.00028526	3.0446e-06	0.000171	52	3	-5.5564	0.99971	1.0	1.0	1592	0	-5.5564	0.7814884035602144	-1.0
K562|chr6_37171222-37171722	5	0.00030218	0.00011265	0.003522	53	5	-3.1767	0.9997	0.99996	1.0	1591	0	-3.1767	0.21907267001627345	-1.0
A549|chr5_59039697-59040197	3	0.00030371	3.0446e-06	0.000171	54	3	-2.9158	0.92168	0.97324	1.0	1352	0	-2.9158	0.7836943630386874	-1.0
A549|chr22_46071957-46072457	6	0.00034375	0.00019181	0.005286	55	6	-1.5795	0.99966	0.99997	1.0	1590	0	-1.5795	0.47810037987049764	-1.0
A549|chr1_8341579-8342079	5	0.00034916	0.00011265	0.003522	56	5	-5.9681	0.99048	0.99886	1.0	1520	0	-5.9681	0.3861235471593512	-1.0
A549|chr1_64909032-64909532	4	0.0003588	8.8293e-05	0.002991	57	4	-6.4015	0.95349	0.99049	1.0	1415	0	-6.4015	0.5146516999203589	-1.0
K562|chr1_26035235-26035735	6	0.0003989	0.0001979	0.005363	58	5	-3.1889	0.89462	0.97675	1.0	1314	1	-3.1889	0.7695027883642346	3.393178113983302
A549|chr15_77992780-77993280	8	0.00040158	0.00052062	0.011139	59	8	-1.3209	0.9995	0.99998	1.0	1588	0	-1.3209	0.5959360555281819	-1.0
K562|chr11_65495860-65496360	7	0.0004132	0.00034404	0.007992	60	4	-0.24214	0.056486	0.29574	1.0	289	2	-0.24214	0.7027668942012202	-1.0
K562|chr10_3068585-3069085	4	0.00045148	8.8293e-05	0.002991	61	4	-2.4181	0.99955	0.99994	1.0	1589	0	-2.4181	0.3862491478784541	6.48011952667834
A549|chr2_54630784-54631284	6	0.0005251	0.00020399	0.005437	62	6	-1.399	0.99947	0.99997	1.0	1587	0	-1.399	0.4303823503090938	-1.0
*CD302	5	0.00052979	0.00015527	0.004429	63	5	-2.4058	0.99947	0.99992	1.0	1586	0	-2.4058	-1.0	-1.0
K562|chr22_39513851-39514351	5	0.00061664	0.00018572	0.005207	64	5	-3.364	0.99919	0.99985	1.0	1581	0	-3.364	0.7779731972502676	-1.0
K562|chr12_47831870-47832370	7	0.00062884	0.00041102	0.009031	65	7	-2.934	0.99874	0.99992	1.0	1573	0	-2.934	0.5786779746420772	-1.0
A549|chr20_19974509-19975009	5	0.00068711	0.00021008	0.005509	66	5	-2.2007	0.99931	0.99989	1.0	1584	0	-2.2007	0.5383437195108521	-1.0
K562|chr17_82097646-82098146	4	0.0007163	0.00081899	0.016164	67	4	-1.7873	0.99928	0.99991	1.0	1583	0	-1.7873	0.7478838461786065	5.07827191745736
K562|chr17_79803650-79804150	4	0.0007716	0.00081899	0.016164	68	4	-2.6432	0.99923	0.99991	1.0	1582	0	-2.6432	0.5561513190137172	-1.0
A549|chr4_168877385-168877885	7	0.00084817	0.00049018	0.010627	69	7	-1.1623	0.99915	0.99995	1.0	1580	0	-1.1623	0.17138342229770542	-1.0
A549|chr18_3626343-3626843	5	0.00085045	0.0002527	0.00642	70	5	-2.1202	0.99915	0.99985	1.0	1579	0	-2.1202	0.6274798669806981	-1.0
K562|chr12_130872540-130873040	4	0.00090893	0.00082508	0.016164	71	4	-3.6757	0.99909	0.99991	1.0	1578	0	-3.6757	0.8200943117524762	14.577968569346378
K562|chr19_5977637-5978137	5	0.00094976	0.0002527	0.00642	72	5	-2.6813	0.99905	0.99984	1.0	1577	0	-2.6813	0.8202433166969052	4.975760693930908
K562|chr19_15317578-15318078	7	0.0010557	0.00056325	0.011894	73	6	-5.857	0.73154	0.95324	1.0	1145	1	-5.857	0.747348870767623	-1.0
K562|chr12_130872209-130872709	5	0.0010741	0.00031968	0.007758	74	5	-2.926	0.99853	0.99982	1.0	1569	0	-2.926	0.8132533778477613	14.577968569346378
K562|chr11_65498012-65498512	5	0.001134	0.00031968	0.007758	75	5	-1.7895	0.99887	0.99984	1.0	1576	0	-1.7895	0.7945017105395232	-1.0
K562|chr12_130871897-130872397	6	0.0011684	0.00031968	0.007758	76	6	-2.7343	0.99883	0.99993	1.0	1575	0	-2.7343	0.8719445528120635	14.577968569346378
K562|chr8_143934715-143935215	8	0.0011865	0.00061805	0.012884	77	8	-1.5799	0.99881	0.99994	1.0	1574	0	-1.5799	0.7578607588151546	-1.0
K562|chr10_131901052-131901552	6	0.0012963	0.00032577	0.00779	78	6	-1.9306	0.9987	0.99993	1.0	1572	0	-1.9306	0.7897928627068772	-1.0
K562|chr6_16257866-16258366	3	0.0013093	0.0013731	0.024023	79	3	-5.477	0.99869	0.99974	1.0	1571	0	-5.477	0.4746130460377875	-1.0
K562|chr1_27530968-27531468	5	0.0013257	0.0013	0.024023	80	4	-4.6006	0.94505	0.99296	1.0	1390	0	-4.6006	0.17060750581986078	-1.0
K562|chr17_78260142-78260642	7	0.0013787	0.00066676	0.013724	81	4	-3.3445	0.81586	0.96136	1.0	1218	1	-3.3445	0.33135139137286496	-1.0
K562|chr17_79839284-79839784	3	0.0013881	0.0013731	0.024023	82	3	-6.7358	0.99805	0.99963	1.0	1565	0	-6.7358	0.5306514930366397	3.629006066485256
K562|chr19_5977967-5978467	6	0.0014129	0.00035013	0.008018	83	6	-2.1049	0.99273	0.99916	1.0	1533	0	-2.1049	0.8835812352890032	4.975760693930908
K562|chr19_45885681-45886181	3	0.0014588	0.0013792	0.024023	84	3	-3.2676	0.99854	0.99974	1.0	1570	0	-3.2676	0.5819324472433686	4.263149518836673
A549|chr5_95845289-95845789	8	0.0015829	0.00069112	0.014047	85	5	-0.89751	0.12238	0.48044	1.0	440	3	-0.89751	0.42191414187744913	-1.0
A549|chr10_33319701-33320201	2	0.0015975	0.00036839	0.00832	86	2	-7.0689	0.9984	0.99963	1.0	1568	0	-7.0689	0.7900206257251355	-1.0
*RTN2	5	0.0016052	0.0013061	0.024023	87	5	-2.4435	0.99839	0.99982	1.0	1567	0	-2.4435	-1.0	-1.0
A549|chr9_38068134-38068634	3	0.0016886	0.0013792	0.024023	88	3	-2.5311	0.99831	0.99974	1.0	1566	0	-2.5311	0.2032976739115262	5.380134812608355
K562|chr6_12012670-12013170	6	0.0017646	0.002116	0.032768	89	5	-4.1562	0.68912	0.92536	1.0	1113	1	-4.1562	0.24041060322960817	-1.0
A549|chr7_55020473-55020973	5	0.0020647	0.0013975	0.024023	90	3	-0.95254	0.81905	0.94733	1.0	1219	1	-0.95254	0.2479971103562669	-1.0
K562|chr22_39521383-39521883	4	0.0021237	0.0031146	0.041854	91	3	-3.9901	0.85891	0.96112	1.0	1268	0	-3.9901	0.7274462249616584	-1.0
A549|chr8_17803325-17803825	4	0.0021258	0.0031146	0.041854	92	4	-1.9658	0.99787	0.99958	1.0	1564	0	-1.9658	0.5059247030828962	-1.0
A549|chr10_33258999-33259499	5	0.0021598	0.0014036	0.024023	93	5	-1.6926	0.99784	0.99981	1.0	1563	0	-1.6926	0.576612012384131	-1.0
A549|chr7_55019652-55020152	4	0.0023191	0.0032973	0.041963	94	4	-1.8909	0.99768	0.99958	1.0	1562	0	-1.8909	0.859334798838312	-1.0
K562|chr12_130871626-130872126	3	0.0023409	0.0014827	0.024601	95	3	-3.6537	0.99766	0.99963	1.0	1561	0	-3.6537	0.8992897796914272	14.577968569346378
K562|chr19_16542011-16542511	3	0.0023912	0.0014827	0.024601	96	3	-2.6952	0.99761	0.99963	1.0	1560	0	-2.6952	0.7420454888745622	4.162506258384823
A549|chr17_77457178-77457678	6	0.0024423	0.002323	0.035579	97	6	-2.0897	0.99293	0.99916	1.0	1534	0	-2.0897	0.7820057743023595	-1.0
A549|chr7_55066870-55067370	4	0.0024988	0.0033034	0.041963	98	4	-2.146	0.9975	0.99958	1.0	1558	0	-2.146	0.7519025865297249	-1.0
K562|chr10_3066946-3067446	3	0.0025071	0.0014827	0.024601	99	3	-2.4075	0.99749	0.99963	1.0	1557	0	-2.4075	0.790596244215057	6.48011952667834
A549|chr9_38068621-38069121	5	0.0025119	0.0015071	0.024752	100	4	-2.9224	0.8424	0.9558	1.0	1247	1	-2.9224	0.791076857290274	5.380134812608355
A549|chr2_54629348-54629848	4	0.0025253	0.0033034	0.041963	101	4	-2.0099	0.99747	0.99958	1.0	1556	0	-2.0099	0.2271660098790104	-1.0
K562|chr1_26695721-26696221	6	0.0026393	0.0024022	0.035834	102	6	-2.7827	0.99723	0.99982	1.0	1555	0	-2.7827	0.818172111069656	4.216046422595962
A549|chr17_27349311-27349811	5	0.0026707	0.0015741	0.025594	103	5	-2.2702	0.99445	0.99951	1.0	1540	0	-2.2702	0.8337468649135339	-1.0
K562|chr5_10353873-10354373	7	0.0026965	0.0028467	0.039562	104	6	-1.37	0.94707	0.99057	1.0	1396	0	-1.37	0.21776107511125667	3.238666153484297
A549|chr15_59304023-59304523	5	0.002841	0.0044725	0.054015	105	4	-5.7858	0.87511	0.9638	1.0	1286	0	-5.7858	0.19599085217959272	-1.0
A549|chr16_81443905-81444405	7	0.00295	0.0028771	0.039646	106	7	-0.85538	0.99705	0.99974	1.0	1554	0	-0.85538	0.7694022653092984	10.967703655260529
A549|chr12_104311131-104311631	8	0.0029996	0.0013914	0.024023	107	7	-2.2384	0.27914	0.71734	1.0	673	1	-2.2384	0.47098014572675784	-1.0
A549|chr9_38069064-38069564	8	0.0030557	0.0013914	0.024023	108	8	-1.696	0.99694	0.99992	1.0	1553	0	-1.696	0.7952717634251333	3.6281750926711074
K562|chr11_32435102-32435602	8	0.0030796	0.0013975	0.024023	109	8	-1.171	0.99692	0.99992	1.0	1552	0	-1.171	0.6813757867892584	4.66038957837444
A549|chr3_71122623-71123123	8	0.0030885	0.0013975	0.024023	110	6	-3.1023	0.96705	0.99605	1.0	1445	0	-3.1023	0.8165209515500775	-1.0
K562|chr4_1855354-1855854	6	0.0031732	0.0025605	0.037849	111	6	-1.9055	0.99683	0.99976	1.0	1551	0	-1.9055	0.4760045037998081	3.27461114174569
K562|chr10_21534674-21535174	7	0.0032466	0.0030781	0.041854	112	5	-1.866	0.62615	0.9286	1.0	1050	1	-1.866	0.5965726109933673	4.627603567576888
A549|chr1_93613914-93614414	5	0.0033705	0.0045517	0.054276	113	5	-1.0949	0.99663	0.99971	1.0	1550	0	-1.0949	0.7547815519361993	-1.0
K562|chr1_21780648-21781148	4	0.0035376	0.0036322	0.045782	114	3	-0.66205	0.18551	0.43876	1.0	550	1	-0.66205	0.8390900091016209	-1.0
A549|chr11_122158496-122158996	8	0.0035589	0.0041193	0.050584	115	8	-0.89796	0.99644	0.99991	1.0	1549	0	-0.89796	0.27900333644378095	-1.0
K562|chr3_196081948-196082448	6	0.0036656	0.0027371	0.039562	116	6	-1.7051	0.99633	0.99972	1.0	1548	0	-1.7051	0.5569595691955794	5.840372659341327
A549|chr3_58006577-58007077	3	0.0038775	0.0017933	0.028037	117	3	-4.5306	0.99612	0.99927	1.0	1547	0	-4.5306	0.21963866454544267	-1.0
K562|chr11_32440928-32441428	6	0.0039242	0.0028041	0.039562	118	6	-1.0675	0.99608	0.99964	1.0	1546	0	-1.0675	0.43051779869511964	-1.0
K562|chr19_41859905-41860405	3	0.0039478	0.0017933	0.028037	119	3	-2.9248	0.99605	0.99927	1.0	1545	0	-2.9248	0.7009921070475389	6.877063626983696
K562|chr16_85305559-85306059	6	0.0039948	0.0028102	0.039562	120	6	-1.4355	0.99601	0.99964	1.0	1544	0	-1.4355	0.8083937088746558	-1.0
A549|chr14_68521314-68521814	6	0.0041435	0.0028102	0.039562	121	4	-3.4293	0.045516	0.23305	1.0	247	1	-3.4293	0.22433006321733134	-1.0
A549|chr17_72440075-72440575	6	0.0041537	0.0028102	0.039562	122	5	-1.8998	0.95742	0.99452	1.0	1422	0	-1.8998	0.726486543259344	-1.0
K562|chr6_16266700-16267200	6	0.0042114	0.0072431	0.073212	123	5	-1.6992	0.98165	0.9988	1.0	1486	0	-1.6992	0.2967916404112197	-1.0
K562|chr19_13123777-13124277	7	0.0043111	0.0032425	0.041963	124	5	-1.8252	0.80776	0.96136	1.0	1209	1	-1.8252	0.5034613088171452	-1.0
K562|chr12_6620585-6621085	6	0.0043745	0.0072492	0.073212	125	5	-2.6219	0.8303	0.95797	1.0	1232	1	-2.6219	0.48643476626779875	-1.0
A549|chr13_110307982-110308482	7	0.0043953	0.0032912	0.041963	126	5	-1.5673	0.97491	0.9977	1.0	1460	0	-1.5673	0.7282119285681155	-1.0
K562|chr1_8876716-8877216	7	0.0044572	0.0032912	0.041963	127	4	-1.6041	0.79109	0.95971	1.0	1196	1	-1.6041	0.5443528463377083	-1.0
K562|chr8_38118909-38119409	2	0.0046821	0.00037448	0.008341	128	2	-3.33	0.99532	0.99963	1.0	1542	0	-3.33	0.2100195870018661	-1.0
K562|chr19_13142739-13143239	3	0.0046922	0.0017933	0.028037	129	2	-3.1218	0.46141	0.67591	1.0	892	1	-3.1218	0.6053995825667825	-1.0
K562|chr21_37367488-37367988	7	0.0047319	0.0032973	0.041963	130	6	-1.9042	0.94627	0.99057	1.0	1393	0	-1.9042	0.7607201459169338	-1.0
A549|chr15_78076390-78076890	5	0.0049858	0.0051058	0.058056	131	3	-0.59261	0.15911	0.49127	1.0	504	2	-0.59261	0.5892389922912956	-1.0
K562|chr12_47819141-47819641	4	0.0051207	0.0041315	0.050584	132	4	-3.1145	0.99488	0.99903	1.0	1541	0	-3.1145	0.787423898092805	4.392963387775915
*ALAD	5	0.0051844	0.0054711	0.061778	133	4	-1.6264	0.95045	0.99387	1.0	1403	0	-1.6264	-1.0	-1.0
K562|chr19_19110344-19110844	4	0.0054527	0.0041376	0.050584	134	3	-1.8441	0.77766	0.91698	1.0	1181	1	-1.8441	0.7534879127597389	-1.0
K562|chr12_6620318-6620818	6	0.005567	0.0077485	0.075073	135	5	-1.5415	0.97332	0.99796	1.0	1458	0	-1.5415	0.2144067392889218	-1.0
K562|chr6_42050280-42050780	2	0.0057774	0.0016349	0.026321	136	2	-2.1005	0.88916	0.9572	1.0	1307	0	-2.1005	0.23852928515207136	3.646276062411051
A549|chr3_57967535-57968035	5	0.0060438	0.0057817	0.062673	137	4	-5.0776	0.88151	0.96716	1.0	1293	0	-5.0776	0.7871775896284617	-1.0
A549|chr4_168878111-168878611	5	0.0060669	0.0057817	0.062673	138	3	-3.2497	0.80254	0.94317	1.0	1204	1	-3.2497	0.8463051800901601	-1.0
A549|chr1_8027227-8027727	4	0.0060967	0.0041376	0.050584	139	4	-2.04	0.9939	0.99903	1.0	1539	0	-2.04	0.23873781671161265	-1.0
K562|chr11_117986057-117986557	5	0.0061531	0.0057817	0.062673	140	5	-1.5401	0.99385	0.99936	1.0	1538	0	-1.5401	0.8639912640169265	3.151773923348828
K562|chr12_130871308-130871808	5	0.0061589	0.0057817	0.062673	141	4	-3.5731	0.90496	0.97859	1.0	1333	0	-3.5731	0.8281139964409362	14.577968569346378
K562|chr6_7162177-7162677	8	0.0061797	0.0046004	0.054276	142	6	-1.9737	0.98398	0.9987	1.0	1498	0	-1.9737	0.7910320312729087	-1.0
A549|chr6_71419743-71420243	6	0.0062942	0.007852	0.075073	143	5	-1.3194	0.97258	0.99795	1.0	1456	0	-1.3194	0.7938094710131852	-1.0
A549|chr4_57109535-57110035	8	0.0065248	0.0046065	0.054276	144	6	-1.5033	0.98088	0.99869	1.0	1483	0	-1.5033	0.43743480664829776	-1.0
K562|chr1_246566732-246567232	6	0.0067918	0.0087106	0.07874	145	6	-2.4446	0.99321	0.99916	1.0	1537	0	-2.4446	0.8207854446414656	3.3514253346910063
K562|chr17_82097400-82097900	7	0.0068476	0.010087	0.087415	146	7	-1.7816	0.99315	0.99966	1.0	1536	0	-1.7816	0.46025758833790115	5.07827191745736
A549|chr1_93585546-93586046	3	0.006864	0.0023413	0.035579	147	3	-4.5428	0.99314	0.99869	1.0	1535	0	-4.5428	0.2715069814094725	-1.0
A549|chr11_65508751-65509251	6	0.0077189	0.0087106	0.07874	148	4	-3.6759	0.69706	0.92536	1.0	1121	1	-3.6759	0.7505472768352275	-1.0
A549|chr17_77394198-77394698	6	0.0078	0.0087106	0.07874	149	6	-1.007	0.9922	0.99916	1.0	1530	0	-1.007	0.2593712341882231	-1.0
A549|chr20_38110406-38110906	5	0.0078534	0.0060922	0.065602	150	5	-1.7264	0.99215	0.99922	1.0	1529	0	-1.7264	0.657660094151499	-1.0
K562|chr11_32434373-32434873	4	0.0079707	0.0044847	0.054015	151	4	-1.5345	0.99203	0.99903	1.0	1528	0	-1.5345	0.5864255301435942	4.66038957837444
A549|chr9_113576029-113576529	7	0.00814	0.010123	0.087415	152	4	-1.8791	0.68241	0.94307	1.0	1108	2	-1.8791	0.7596187969162439	-1.0
K562|chr19_4402632-4403132	6	0.0082767	0.0087166	0.07874	153	5	-2.2982	0.7533	0.93618	1.0	1165	1	-2.2982	0.7644836340625165	14.659298161268325
K562|chr6_52284317-52284817	5	0.0083493	0.0062505	0.066427	154	5	-2.5964	0.9784	0.99715	1.0	1467	0	-2.5964	0.7895551047744215	8.311873960084457
K562|chr14_102514700-102515200	8	0.0083729	0.012997	0.097352	155	7	-1.1799	0.99251	0.99981	1.0	1532	0	-1.1799	0.7103341743489868	-1.0
*TCEA3	5	0.0084237	0.0062505	0.066427	156	4	-2.0748	0.28722	0.59985	1.0	690	1	-2.0748	-1.0	-1.0
K562|chr20_32357876-32358376	4	0.0085617	0.0047222	0.054844	157	4	-2.974	0.97068	0.99452	1.0	1452	0	-2.974	0.5277466259537076	3.037147857148407
A549|chr20_54174331-54174831	5	0.0087205	0.0072004	0.073212	158	5	-1.5177	0.99128	0.99887	1.0	1525	0	-1.5177	0.7708312333360334	-1.0
A549|chr13_112755383-112755883	5	0.0087738	0.0072004	0.073212	159	5	-1.0722	0.99123	0.99887	1.0	1524	0	-1.0722	0.2733084064198013	-1.0
K562|chr19_41865513-41866013	3	0.0087853	0.0028467	0.039562	160	3	-2.5378	0.99121	0.99818	1.0	1523	0	-2.5378	0.34584285586222335	-1.0
K562|chr19_3376434-3376934	5	0.0088946	0.0072004	0.073212	161	5	-1.7044	0.99111	0.99887	1.0	1522	0	-1.7044	0.7677157996863367	-1.0
A549|chr3_45616568-45617068	8	0.0094152	0.013003	0.097352	162	6	-1.222	0.32598	0.7587	1.0	739	2	-1.222	0.5457019271719596	-1.0
K562|chr19_13117951-13118451	2	0.0094321	0.0024022	0.035834	163	2	-2.793	0.99057	0.9976	1.0	1521	0	-2.793	0.5598821235596313	3.1694562385312706
K562|chr10_21533921-21534421	4	0.0096808	0.004984	0.05707	164	4	-2.0514	0.99032	0.99847	1.0	1518	0	-2.0514	0.8039058909528006	4.627603567576888
