id	chr	start	end	cell_line	RRA	label	neg_log10_score	neg_score_raw	source	score
EH38E3392738	chr2	197453995	197454495	K562	1.3392862670996677	0			cre4	0.6358669996261597
EH38E3392740	chr2	197458374	197458874	K562	1.160452822971707	0			cre4	2.052367687225342
EH38E2064037	chr2	197461037	197461537	K562	1.160452822971707	0			cre4	1.724262833595276
EH38E2064038	chr2	197464124	197464624	K562	1.160452822971707	0			cre4	1.2842847108840942
EH38E3392744	chr2	197477701	197478201	K562	1.160452822971707	0			cre4	2.5838065147399902
EH38E3392745	chr2	197478350	197478850	K562	1.5012347091928944	0			cre4	1.1524038314819336
EH38E3392746	chr2	197478744	197479244	K562	1.5012347091928944	0			cre4	-0.6764721274375916
EH38E3392747	chr2	197480678	197481178	K562	1.160452822971707	0			cre4	1.4220235347747805
EH38E3392748	chr2	197480936	197481436	K562	1.160452822971707	0			cre4	0.8739728927612305
EH38E3392749	chr2	197481259	197481759	K562	1.160452822971707	0			cre4	0.5594266653060913
EH38E2064045	chr2	197481938	197482438	K562	1.160452822971707	0			cre4	-0.214920625090599
EH38E3392750	chr2	197483279	197483779	K562	1.160452822971707	0			cre4	2.017520904541016
EH38E3392752	chr2	197484875	197485375	K562	1.160452822971707	0			cre4	0.5725201368331909
EH38E3392755	chr2	197487318	197487818	K562	1.160452822971707	0			cre4	1.293357014656067
EH38E3392757	chr2	197491870	197492370	K562	1.160452822971707	0			cre4	0.7744476199150085
EH38E2064061	chr2	197495822	197496322	K562	1.160452822971707	0			cre4	0.8871523141860962
EH38E2064063	chr2	197496863	197497363	K562	1.160452822971707	0			cre4	0.9504247903823853
EH38E2064064	chr2	197497243	197497743	K562	1.160452822971707	0			cre4	1.503262996673584
EH38E3392760	chr2	197497754	197498254	K562	1.160452822971707	0			cre4	0.6052043437957764
EH38E3392761	chr2	197498152	197498652	K562	1.160452822971707	0			cre4	1.8802047967910769
EH38E3392762	chr2	197498772	197499272	K562	6.311366643051463	1			cre4	0.075086623430252
EH38E3392763	chr2	197499158	197499658	K562	6.311366643051463	1			cre4	1.572439670562744
EH38E2064069	chr2	197499448	197499948	K562	7.752419493766164	1			cre4	1.2104594707489014
EH38E3392764	chr2	197499863	197500363	K562	7.752419493766164	1			cre4	1.7575156688690186
EH38E3392765	chr2	197500363	197500863	K562	27.45570866161544	1			cre4	2.0413613319396973
EH38E2064072	chr2	197500695	197501195	K562	27.45570866161544	1			cre4	1.6935678720474243
EH38E2064073	chr2	197501073	197501573	K562	1.160452822971707	0			cre4	1.977800965309143
EH38E3392766	chr2	197502131	197502631	K562	1.160452822971707	0			cre4	0.5017111301422119
EH38E2064078	chr2	197504472	197504972	K562	1.160452822971707	0			cre4	1.4162389039993286
EH38E3392772	chr2	197514719	197515219	K562	1.160452822971707	0			cre4	2.4262285232543945
EH38E3392773	chr2	197514988	197515488	K562	2.3382062383818645	1			cre4	1.8576903343200684
EH38E3392774	chr2	197515261	197515761	K562	2.3382062383818645	1			cre4	2.0934207439422607
EH38E3392775	chr2	197515743	197516243	K562	3.950665664027716	1			cre4	2.11500883102417
EH38E3392776	chr2	197516065	197516565	K562	3.950665664027716	1			cre4	1.7629902362823486
EH38E2064089	chr2	197516413	197516913	K562	3.583825652542912	1			cre4	1.7902655601501465
EH38E3392777	chr2	197516742	197517242	K562	3.583825652542912	1			cre4	1.4741854667663574
EH38E3392778	chr2	197517031	197517531	K562	1.160452822971707	0			cre4	0.0314236208796501
EH38E3392781	chr2	197524533	197525033	K562	1.160452822971707	0			cre4	0.4097906351089477
EH38E2064094	chr2	197533542	197534042	K562	1.160452822971707	0			cre4	0.0800267308950424
EH38E2064096	chr2	197534669	197535169	K562	1.160452822971707	0			cre4	1.1593844890594482
EH38E2064098	chr2	197538350	197538850	K562	1.160452822971707	0			cre4	-0.3375244438648224
EH38E2064099	chr2	197538610	197539110	K562	1.160452822971707	0			cre4	0.676186203956604
EH38E2064100	chr2	197543171	197543671	K562	1.160452822971707	0			cre4	0.4753141105175018
EH38E2064103	chr2	197556372	197556872	K562	1.160452822971707	0			cre4	2.157545566558838
EH38E3392786	chr2	197571568	197572068	K562	1.160452822971707	0			cre4	0.6343517303466797
EH38E3392787	chr2	197573488	197573988	K562	1.160452822971707	0			cre4	0.6564975380897522
EH38E2064109	chr2	197575949	197576449	K562	1.160452822971707	0			cre4	1.2379345893859863
EH38E3392788	chr2	197576487	197576987	K562	1.160452822971707	0			cre4	1.5080382823944092
EH38E2064112	chr2	197578249	197578749	K562	1.160452822971707	0			cre4	1.5188720226287842
EH38E3392791	chr2	197587271	197587771	K562	1.160452822971707	0			cre4	1.3073370456695557
EH38E3392792	chr2	197591413	197591913	K562	1.160452822971707	0			cre4	1.1623897552490234
EH38E3392794	chr2	197595602	197596102	K562	1.160452822971707	0			cre4	0.4094022214412689
EH38E3392795	chr2	197596705	197597205	K562	1.160452822971707	0			cre4	1.0123957395553589
EH38E2064125	chr2	197599273	197599773	K562	1.250967471420442	0			cre4	0.8370864391326904
EH38E2064126	chr2	197599520	197600020	K562	1.250967471420442	0			cre4	0.7364953756332397
