center	signal
1627244	1.4744800329208374
1627444	1.4191800355911255
1627644	1.4035500288009644
1627844	3.380419969558716
1628044	7.323319911956787
1628244	11.568470001220703
1628444	8.821749687194824
1628644	4.003469944000244
1628844	2.210249900817871
1629044	9.491020202636719
1629244	17.438350677490234
1629444	14.837140083312988
1629644	2.9812099933624268
1629844	1.1403000354766846
1630044	1.2952300310134888
1630244	1.2041399478912354
1630444	1.2115800380706787
1630644	0.7909200191497803
1630844	0.6900100111961365
1631044	0.7741199731826782
1631244	0.6944699883460999
1631444	0.4629499912261963
1631644	1.470870018005371
1631844	1.470870018005371
1632044	1.016319990158081
1632244	0.6391000151634216
1632444	0.7440400123596191
1632644	0.8281499743461609
1632844	0.7505900263786316
1633044	0.5858700275421143
1633244	0.5136399865150452
1633444	0.5992900133132935
1633644	0.4280799925327301
1633844	0.5992900133132935
1634044	0.5992900133132935
1634244	0.5992900133132935
1634444	0.4280799925327301
1634644	0.25687000155448914
1634844	0.0
1635044	0.17121000587940216
1635244	0.5136399865150452
1635444	0.4280799925327301
1635644	0.0
1635844	0.7705100178718567
1636044	1.2841399908065796
1636244	1.2841399908065796
1636444	0.3424299955368042
1636644	0.4280799925327301
1636844	0.9417200088500977
1637044	0.9417200088500977
1637244	1.0273699760437012
1637444	1.198580026626587
1637644	1.198580026626587
1637844	0.8560699820518494
1638044	0.3424299955368042
1638244	0.5136399865150452
1638444	0.3424299955368042
1638644	0.17121000587940216
1638844	0.17121000587940216
1639044	0.17121000587940216
1639244	0.3424299955368042
1639444	0.4280799925327301
1639644	0.5136399865150452
1639844	0.5136399865150452
1640044	0.5992900133132935
1640244	0.8560699820518494
1640444	0.8560699820518494
1640644	1.0273699760437012
1640844	0.9417200088500977
1641044	0.4280799925327301
1641244	0.5136399865150452
1641444	0.5136399865150452
1641644	0.8560699820518494
1641844	0.8560699820518494
1642044	0.6848499774932861
1642244	0.6848499774932861
1642444	1.3697999715805054
1642644	1.6265699863433838
1642844	1.303820013999939
1643044	0.6848499774932861
1643244	0.0856499969959259
1643444	0.0
1643644	0.17121000587940216
1643844	0.25687000155448914
1644044	0.3424299955368042
1644244	0.3424299955368042
1644444	0.5136399865150452
1644644	0.6848499774932861
1644844	0.6848499774932861
1645044	0.7705100178718567
1645244	0.4280799925327301
1645444	0.3424299955368042
1645644	0.5130199790000916
1645844	0.5021399855613708
1646044	0.5630199909210205
1646244	0.955489993095398
1646444	0.8700299859046936
1646644	0.2334199994802475
1646844	0.0760900005698204
1647044	0.6035400032997131
1647244	1.1209299564361572
1647444	1.1920100450515747
1647644	1.039739966392517
1647844	0.8246399760246277
1648044	0.6590499877929688
1648244	1.7329399585723877
1648444	3.274399995803833
1648644	17.948179244995117
1648844	25.010250091552734
1649044	20.18475914001465
1649244	21.054929733276367
1649444	24.63142967224121
1649644	13.653129577636719
1649844	2.2468199729919434
1650044	2.7524099349975586
1650244	2.5109500885009766
1650444	0.9370200037956238
1650644	1.1669199466705322
1650844	1.5185500383377075
1651044	1.0654100179672241
1651244	1.1587899923324585
1651444	1.0321799516677856
1651644	0.9175000190734863
1651844	0.9193999767303467
1652044	0.9799100160598755
1652244	0.7642599940299988
1652444	0.8412100076675415
1652644	0.9166499972343445
1652844	0.5657600164413452
1653044	0.14315000176429749
1653244	0.35899001359939575
1653444	0.3440600037574768
1653644	0.7243000268936157
1653844	0.8246399760246277
1654044	0.45921000838279724
1654244	0.46522000432014465
1654444	0.8787999749183655
1654644	1.056380033493042
1654844	0.8904799818992615
1655044	0.6848499774932861
1655244	0.5136399865150452
1655444	0.3424299955368042
1655644	0.3424299955368042
1655844	0.17121000587940216
1656044	0.0856499969959259
1656244	0.8560699820518494
1656444	1.198580026626587
1656644	1.5410100221633911
1656844	1.0864900350570679
1657044	1.303820013999939
1657244	1.3697999715805054
1657444	0.8560699820518494
1657644	0.5992900133132935
1657844	0.4280799925327301
1658044	0.4280799925327301
1658244	1.2841399908065796
1658444	1.4553600549697876
1658644	1.0523799657821655
1658844	0.8560699820518494
1659044	0.5992900133132935
1659244	0.3424299955368042
1659444	0.5136399865150452
1659644	0.9417200088500977
1659844	1.2841399908065796
1660044	1.2841399908065796
1660244	0.7705100178718567
1660444	0.8560699820518494
1660644	0.6848499774932861
1660844	0.25687000155448914
1661044	0.17121000587940216
1661244	0.6848499774932861
1661444	0.8560699820518494
1661644	0.6848499774932861
1661844	0.25687000155448914
1662044	0.6475899815559387
1662244	0.7705100178718567
1662444	0.9417200088500977
1662644	0.7705100178718567
1662844	1.1129300594329834
1663044	1.8349499702453613
1663244	1.626389980316162
1663444	0.6025599837303162
1663644	0.7082300186157227
1663844	0.8757799863815308
1664044	0.6307700276374817
1664244	1.1681599617004395
1664444	1.1863900423049927
1664644	0.7705100178718567
1664844	0.6848499774932861
1665044	0.6848499774932861
1665244	0.4280799925327301
1665444	0.8560699820518494
1665644	0.7705100178718567
1665844	0.5136399865150452
1666044	0.4280799925327301
1666244	0.4280799925327301
1666444	0.4047900140285492
1666644	0.7705100178718567
1666844	0.7705100178718567
1667044	0.4280799925327301
1667244	0.5136399865150452
1667444	0.5136399865150452
1667644	0.4280799925327301
1667844	1.198580026626587
1668044	1.2841399908065796
1668244	1.1129300594329834
1668444	0.25687000155448914
1668644	0.17121000587940216
1668844	0.3424299955368042
1669044	0.47457000613212585
1669244	0.9126099944114685
1669444	0.8095300197601318
1669644	0.9174799919128418
1669844	0.9043400287628174
1670044	0.8975099921226501
1670244	1.2064199447631836
1670444	0.8904799818992615
1670644	0.5992900133132935
1670844	0.6848499774932861
1671044	0.6848499774932861
1671244	0.7705100178718567
1671444	0.8094900250434875
1671644	0.8560699820518494
1671844	0.8560699820518494
1672044	0.9417200088500977
1672244	0.9714800119400024
1672444	1.198580026626587
1672644	1.1129300594329834
1672844	0.7705100178718567
1673044	0.4280799925327301
1673244	0.4280799925327301
1673444	0.5992900133132935
1673644	0.7705100178718567
1673844	0.6848499774932861
1674044	0.3424299955368042
1674244	0.5136399865150452
1674444	0.5136399865150452
1674644	0.17121000587940216
1674844	0.3424299955368042
1675044	0.5992900133132935
1675244	0.7285900115966797
1675444	0.7705100178718567
1675644	0.5136399865150452
1675844	0.5992900133132935
1676044	0.5136399865150452
1676244	0.8560699820518494
1676444	1.0273699760437012
1676644	0.8560699820518494
1676844	0.6848499774932861
1677044	0.6116200089454651
1677244	0.6881200075149536
1677444	0.6848499774932861
1677644	1.0273699760437012
1677844	1.198580026626587
1678044	0.8560699820518494
1678244	0.6848499774932861
1678444	0.5992900133132935
1678644	0.7705100178718567
1678844	0.6848499774932861
1679044	0.6848499774932861
1679244	0.6848499774932861
1679444	0.3424299955368042
1679644	0.3424299955368042
1679844	0.4280799925327301
1680044	0.8550300002098083
1680244	0.6590800285339355
1680444	0.3233700096607208
1680644	0.5707600116729736
1680844	0.9751700162887573
1681044	1.2167400121688843
1681244	1.3719500303268433
1681444	1.129889965057373
1681644	0.48339998722076416
1681844	0.4883599877357483
1682044	0.4866800010204315
1682244	0.08172000199556351
1682444	1.0523799657821655
1682644	1.303820013999939
1682844	1.6917500495910645
1683044	1.5380799770355225
1683244	1.1949100494384766
1683444	1.4237099885940552
1683644	1.7584600448608398
1683844	1.501289963722229
1684044	4.462979793548584
1684244	33.73601150512695
1684444	39.250999450683594
1684644	20.332199096679688
1684844	35.32212829589844
1685044	28.994340896606445
1685244	4.206419944763184
1685444	0.8122599720954895
1685644	0.8557500243186951
1685844	1.3697999715805054
1686044	1.3697999715805054
1686244	0.7705100178718567
1686444	0.25687000155448914
1686644	0.25687000155448914
1686844	0.3237999975681305
1687044	0.6848499774932861
1687244	0.8560699820518494
1687444	0.6848499774932861
1687644	0.6848499774932861
1687844	0.5992900133132935
1688044	0.4280799925327301
1688244	0.17121000587940216
1688444	0.17121000587940216
1688644	0.8560699820518494
1688844	0.8560699820518494
1689044	0.3424299955368042
1689244	0.3424299955368042
1689444	0.0
1689644	0.0
1689844	0.0
1690044	0.0
1690244	0.17121000587940216
1690444	0.5136399865150452
1690644	0.5136399865150452
1690844	0.5992900133132935
1691044	0.6848499774932861
1691244	0.6848499774932861
1691444	0.5136399865150452
1691644	0.5136399865150452
1691844	0.5992900133132935
1692044	0.5136399865150452
1692244	0.17121000587940216
1692444	0.5992900133132935
1692644	0.7285900115966797
1692844	0.32767999172210693
1693044	0.3424299955368042
1693244	0.3424299955368042
1693444	0.3424299955368042
1693644	0.5136399865150452
1693844	0.6848499774932861
1694044	0.25687000155448914
1694244	0.5136399865150452
1694444	0.6848499774932861
1694644	0.5136399865150452
1694844	0.4280799925327301
1695044	0.7705100178718567
1695244	0.5992900133132935
1695444	0.07648999989032745
1695644	0.17121000587940216
